; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065378816,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1540722755,"CurrentTimeLocal","Sun Oct 28 03:32:35 2018","Hostname","nid00725","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 5.2e-05
; "Time_ContextDestroy [ms]", 7e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","double",1,"powerof2",4,0,0,9,0,"Success",0.000135,0.013531,0.01033,6.7e-05,9.3e-05,6.2e-05,2.8e-05,0.000443,0.024919,64,0,64,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4,0,0,10,0,"Success",0.000124,0.013633,0.010444,6.3e-05,0.000104,5.6e-05,2.1e-05,0.000452,0.025138,64,0,64,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4,0,0,11,0,"Success",0.000133,0.013671,0.010396,6.4e-05,0.000158,6.5e-05,2.2e-05,0.00041,0.02516,64,0,64,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,0,1,"Warmup",0.00016,0.019915,0.017054,0.0001,0.000203,8.8e-05,4.9e-05,0.000506,0.038377,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,1,1,"Warmup",0.000141,0.018822,0.015359,8.8e-05,0.000193,7.5e-05,1.8e-05,0.000419,0.035374,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,2,1,"Success",0.00014,0.018672,0.015349,6.9e-05,0.000163,6.8e-05,3.2e-05,0.000459,0.035168,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,3,1,"Success",0.000126,0.018767,0.015358,5.9e-05,0.000134,6.9e-05,3e-05,0.000457,0.035256,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,4,1,"Success",0.000127,0.018528,0.01531,6.9e-05,0.000146,6.8e-05,3.2e-05,0.00046,0.034988,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,5,1,"Success",0.000135,0.018328,0.015153,7e-05,0.000175,6.7e-05,3.2e-05,0.000451,0.034648,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,6,1,"Success",0.000134,0.01846,0.015284,5.9e-05,0.000132,6.9e-05,2.9e-05,0.000439,0.034864,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,7,1,"Success",0.000148,0.018524,0.015201,7e-05,0.000124,6.8e-05,2.8e-05,0.00044,0.034834,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,8,1,"Success",0.000135,0.018405,0.015045,7.2e-05,0.000102,6.9e-05,3.2e-05,0.00042,0.03452,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,9,1,"Success",0.000147,0.018258,0.01522,5.7e-05,0.000118,5.5e-05,2e-05,0.000459,0.0346,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,10,1,"Success",0.000136,0.018331,0.02233,7.1e-05,0.000103,7.4e-05,2.9e-05,0.000574,0.041916,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8,0,0,11,1,"Success",0.000141,0.018392,0.015156,7.1e-05,0.000116,6.8e-05,2.9e-05,0.000454,0.034661,128,0,128,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,0,2,"Warmup",0.000157,0.023847,0.019136,0.00011,0.000309,0.00014,5.9e-05,0.000519,0.044551,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,1,2,"Warmup",0.000154,0.022381,0.018673,5.1e-05,0.000211,0.000106,3.8e-05,0.000475,0.042365,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,2,2,"Success",0.000152,0.022058,0.018563,6.7e-05,0.000192,8.8e-05,3e-05,0.000481,0.041886,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,3,2,"Success",0.000153,0.022261,0.018468,5.7e-05,0.00016,0.000108,3.1e-05,0.000533,0.042031,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,4,2,"Success",0.000148,0.022114,0.018492,5.3e-05,0.000154,0.000105,2.8e-05,0.000489,0.04182,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,5,2,"Success",0.000153,0.022098,0.018826,6.6e-05,0.000142,9e-05,2.9e-05,0.000488,0.042127,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,6,2,"Success",0.000135,0.022039,0.01844,8e-05,0.000145,0.000102,3.2e-05,0.000532,0.041735,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,7,2,"Success",0.000162,0.023476,0.019719,4.9e-05,0.000125,0.000108,3.5e-05,0.000545,0.04448,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,8,2,"Success",0.000145,0.022241,0.018521,5.1e-05,0.00015,8.6e-05,3.3e-05,0.000472,0.041956,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,9,2,"Success",0.000129,0.02215,0.018479,6.6e-05,0.000122,8.5e-05,1.7e-05,0.000514,0.041812,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,10,2,"Success",0.000135,0.02192,0.018446,5.1e-05,0.000136,9.3e-05,3e-05,0.000505,0.041579,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16,0,0,11,2,"Success",0.000129,0.021824,0.018321,6.3e-05,0.000137,9e-05,3e-05,0.000463,0.041314,256,0,256,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,0,3,"Warmup",0.000161,1.982606,2.034206,0.000159,0.00035,0.000252,5.4e-05,0.000678,4.018783,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,1,3,"Warmup",0.000145,1.918257,2.000257,0.000127,0.000354,0.000254,4.8e-05,0.000661,3.920405,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,2,3,"Success",0.000138,1.927915,1.956982,0.000128,0.000326,0.000239,5.1e-05,0.000672,3.886787,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,3,3,"Success",0.000127,1.996536,1.950948,0.00015,0.000335,0.000247,4.6e-05,0.00068,3.949387,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,4,3,"Success",0.000157,1.968074,1.949524,0.000114,0.000323,0.00025,4.8e-05,0.000647,3.919453,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,5,3,"Success",0.000153,1.969588,1.952485,0.000137,0.000334,0.00022,4.3e-05,0.000696,3.923996,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,6,3,"Success",0.000155,1.952265,1.964673,0.00012,0.000311,0.00026,4.7e-05,0.00068,3.918817,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,7,3,"Success",0.000151,1.945555,1.998434,0.000125,0.000357,0.000234,5e-05,0.000654,3.94587,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,8,3,"Success",0.000151,1.932402,2.000009,0.000142,0.00032,0.000245,4.9e-05,0.000665,3.934281,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,9,3,"Success",0.000158,1.919922,1.999836,0.00015,0.000326,0.000262,5.6e-05,0.000665,3.921672,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,10,3,"Success",0.000234,1.921853,1.999419,0.00014,0.000308,0.000297,5.9e-05,0.000673,3.923242,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",32,0,0,11,3,"Success",0.000129,1.993935,1.954207,0.000121,0.000327,0.000281,4.8e-05,0.000601,3.95001,512,0,512,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,0,4,"Warmup",0.0042,0.529093,0.625824,0.000164,0.184281,0.057116,0.000406,0.023783,1.425411,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,1,4,"Warmup",0.005679,0.986382,0.823794,0.000157,0.199626,0.073333,0.000358,0.026102,2.116056,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,2,4,"Success",0.005742,0.970641,0.747073,0.000142,0.175462,0.055314,0.000361,0.024534,1.979956,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,3,4,"Success",0.005553,0.973777,0.7604,0.000135,0.19609,0.055515,0.00035,0.023103,2.015587,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,4,4,"Success",0.005485,0.977774,0.756869,0.000156,0.222587,0.053709,0.000295,0.022888,2.040387,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,5,4,"Success",0.005637,0.963598,0.776302,0.000141,0.182111,0.061587,0.000469,0.024589,2.015217,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,6,4,"Success",0.005597,0.961486,0.751623,0.000152,0.174722,0.051288,0.00035,0.023285,1.969101,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,7,4,"Success",0.005671,0.963631,0.762002,0.00015,0.182909,0.051493,0.000288,0.023195,1.98993,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,8,4,"Success",0.005574,0.973813,0.747306,0.000139,0.149089,0.056648,0.000348,0.023388,1.956888,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,9,4,"Success",0.005663,0.95771,0.7652,0.00013,0.193766,0.057031,0.000311,0.024639,2.005049,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,10,4,"Success",0.005606,0.962926,0.745206,0.000128,0.176493,0.056629,0.000346,0.023476,1.971382,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",64,0,0,11,4,"Success",0.005698,0.964783,0.74409,0.000124,0.211045,0.063992,0.000282,0.023096,2.013668,1024,0,1024,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,0,5,"Warmup",0.005507,3.002607,2.590205,0.000277,0.184754,0.107761,0.000625,0.032329,5.924682,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,1,5,"Warmup",0.00538,3.066508,2.586266,0.000273,0.167881,0.11704,0.000536,0.0319,5.9764,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,2,5,"Success",0.005421,3.132548,2.459489,0.000263,0.159603,0.115072,0.000557,0.031465,5.904947,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,3,5,"Success",0.005479,3.043276,2.590983,0.000252,0.16564,0.11016,0.000715,0.032115,5.949179,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,4,5,"Success",0.005664,3.064008,2.569753,0.00023,0.18635,0.109428,0.000396,0.032794,5.969142,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,5,5,"Success",0.005425,3.040849,2.617442,0.000267,0.177171,0.123033,0.000628,0.030893,5.996289,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,6,5,"Success",0.005529,3.128455,2.463682,0.000251,0.126968,0.117447,0.000504,0.030049,5.873544,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,7,5,"Success",0.0055,3.072877,2.554013,0.000259,0.123241,0.11584,0.000643,0.032379,5.905297,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,8,5,"Success",0.005533,3.073839,2.564583,0.000262,0.148686,0.118984,0.000628,0.032177,5.945309,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,9,5,"Success",0.005551,3.0664,2.470165,0.000243,0.161851,0.117923,0.0006,0.030324,5.853528,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,10,5,"Success",0.005575,3.158249,2.467272,0.000263,0.160905,0.108496,0.000578,0.032065,5.933921,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",128,0,0,11,5,"Success",0.005473,3.053287,2.566653,0.000264,0.141169,0.121559,0.000601,0.032156,5.921579,2048,0,2048,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,0,6,"Warmup",0.005554,1.830983,1.369315,0.000384,0.171961,0.081151,0.000907,0.042403,3.50327,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,1,6,"Warmup",0.005558,1.947083,1.327426,0.000349,0.145407,0.083447,0.000842,0.042993,3.553675,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,2,6,"Success",0.005524,1.902409,1.270407,0.000355,0.204155,0.086658,0.00083,0.043614,3.514572,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,3,6,"Success",0.0055,1.931765,1.268406,0.000375,0.194156,0.079379,0.000798,0.0418,3.522793,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,4,6,"Success",0.005473,1.947455,1.267923,0.000351,0.14076,0.078491,0.000774,0.042746,3.484454,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,5,6,"Success",0.005508,1.923664,1.269331,0.000334,0.144029,0.084524,0.000823,0.043056,3.471794,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,6,6,"Success",0.005485,1.883016,1.298394,0.000462,0.118872,0.081219,0.000626,0.043223,3.435898,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,7,6,"Success",0.005488,1.924631,1.370749,0.000353,0.125369,0.084804,0.000734,0.043133,3.555736,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,8,6,"Success",0.005485,1.905804,1.371809,0.000361,0.171781,0.075436,0.000727,0.042721,3.574569,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,9,6,"Success",0.005444,1.975568,1.269891,0.000356,0.129954,0.090936,0.000834,0.043627,3.517149,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,10,6,"Success",0.005442,1.922424,1.268363,0.000383,0.194912,0.076781,0.000776,0.042555,3.512161,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",256,0,0,11,6,"Success",0.005482,1.918362,1.267236,0.000355,0.139002,0.08201,0.000864,0.043822,3.45775,4096,0,4096,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,0,7,"Warmup",0.005407,1.923994,1.321334,0.000679,0.118689,0.073799,0.001305,0.062725,3.508489,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,1,7,"Warmup",0.005442,1.9491,1.318831,0.000634,0.146033,0.071896,0.0012,0.052583,3.546224,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,2,7,"Success",0.005417,1.940816,1.419529,0.000629,0.177952,0.06776,0.001129,0.053855,3.667637,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,3,7,"Success",0.005435,1.928605,1.418225,0.000597,0.144998,0.065555,0.00116,0.05148,3.616597,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,4,7,"Success",0.00535,2.024996,1.323487,0.000609,0.151234,0.064768,0.001204,0.051374,3.623639,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,5,7,"Success",0.005393,1.955989,1.322325,0.000662,0.120703,0.088964,0.001197,0.051424,3.547196,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,6,7,"Success",0.00541,1.954788,1.323079,0.000645,0.12594,0.069284,0.001311,0.051462,3.532491,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,7,7,"Success",0.005475,1.940078,1.319626,0.000634,0.169029,0.071387,0.001423,0.052315,3.560371,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,8,7,"Success",0.005365,1.937123,1.350672,0.000776,0.112145,0.068139,0.001045,0.051334,3.531178,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,9,7,"Success",0.005395,1.930897,1.424429,0.000609,0.164232,0.064098,0.001073,0.051145,3.64247,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,10,7,"Success",0.005365,1.930602,1.422,0.000604,0.123782,0.074289,0.001293,0.052803,3.611424,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",512,0,0,11,7,"Success",0.005444,1.970438,1.324166,0.000636,0.153187,0.070479,0.001381,0.052252,3.578523,8192,0,8192,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,0,8,"Warmup",0.005612,2.316843,1.819426,0.001548,0.152668,0.077514,0.002447,0.057273,4.43383,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,1,8,"Warmup",0.005383,2.298824,1.835011,0.001259,0.194593,0.070769,0.002648,0.055129,4.464036,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,2,8,"Success",0.005385,2.344071,1.736078,0.001358,0.153219,0.072688,0.002578,0.058168,4.374227,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,3,8,"Success",0.005477,2.299995,1.827761,0.001214,0.159523,0.077562,0.002436,0.058357,4.432784,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,4,8,"Success",0.00539,2.421505,1.735945,0.001219,0.144271,0.065501,0.002374,0.055252,4.431882,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,5,8,"Success",0.005339,2.343918,1.751017,0.001495,0.129819,0.076994,0.002436,0.058194,4.369759,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,6,8,"Success",0.005384,2.322656,1.852612,0.001299,0.170242,0.069776,0.002239,0.055807,4.480546,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,7,8,"Success",0.005331,2.399869,1.731127,0.00127,0.155664,0.076846,0.002481,0.057616,4.430742,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,8,8,"Success",0.005368,2.338371,1.735745,0.001341,0.139747,0.066582,0.002381,0.056993,4.34704,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,9,8,"Success",0.005384,2.305267,1.833582,0.001207,0.14864,0.0808,0.002579,0.057735,4.435862,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,10,8,"Success",0.005468,2.329961,1.735546,0.001301,0.16584,0.066534,0.002248,0.055145,4.362544,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",1024,0,0,11,8,"Success",0.005423,2.317725,1.819269,0.001423,0.151089,0.076305,0.003168,0.058026,4.432977,16384,0,16384,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,0,9,"Warmup",0.005529,1.605354,0.960523,0.00238,2.291491,8.992779,0.004623,0.068197,13.931669,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,1,9,"Warmup",0.005445,1.666179,0.960848,0.002344,2.551797,8.946515,0.0042,0.068512,14.206568,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,2,9,"Success",0.005397,1.749008,0.998408,0.002336,2.538897,9.006694,0.004637,0.068286,14.374374,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,3,9,"Success",0.005435,1.637561,1.094256,0.002362,2.350809,8.984975,0.004104,0.078786,14.15894,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,4,9,"Success",0.005496,1.663407,0.9597,0.002357,2.333211,8.982796,0.00409,0.068195,14.019955,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,5,9,"Success",0.005388,1.62971,1.015404,0.002466,2.336895,8.906904,0.004244,0.06845,13.97022,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,6,9,"Success",0.005504,1.710858,1.018368,0.00245,2.326569,8.927425,0.004236,0.064952,14.060868,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,7,9,"Success",0.005476,1.690807,1.122187,0.002401,2.488668,8.978289,0.004387,0.069186,14.361987,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,8,9,"Success",0.005383,1.646613,1.135583,0.002375,0.148516,0.060089,0.004418,0.068077,3.071652,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,9,9,"Success",0.00545,1.640532,1.064047,0.00236,0.151691,0.062232,0.004445,0.068453,2.999812,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,10,9,"Success",0.005449,1.629018,1.051244,0.002387,0.161198,0.056082,0.004656,0.069238,2.979819,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",2048,0,0,11,9,"Success",0.005447,1.626728,1.069644,0.00236,0.157722,0.056466,0.004612,0.069066,2.99262,32768,0,32768,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,0,10,"Warmup",0.005505,1.604439,0.971127,0.004791,0.151798,0.082778,0.010413,0.064851,2.896387,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,1,10,"Warmup",0.005522,1.670696,0.970329,0.005032,0.216874,0.084139,0.011273,0.064728,3.029209,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,2,10,"Success",0.005455,1.661663,0.968981,0.005051,0.180416,0.080643,0.011476,0.072698,2.987021,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,3,10,"Success",0.005497,1.642665,0.969032,0.006241,0.157565,0.084253,0.009752,0.063257,2.938796,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,4,10,"Success",0.005512,1.647113,0.968002,0.005663,0.159996,0.087198,0.009844,0.063758,2.947703,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,5,10,"Success",0.005466,1.658606,0.968878,0.00517,0.172549,0.076806,0.010274,0.063419,2.961863,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,6,10,"Success",0.005514,1.663884,0.969562,0.005037,0.18109,0.079156,0.009709,0.064193,2.979072,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,7,10,"Success",0.006228,1.640174,0.975463,0.004932,0.54137,1.057082,0.02033,0.062548,4.30864,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,8,10,"Success",0.005388,1.648545,1.072159,0.005415,0.307192,0.072171,0.009876,0.062823,3.184149,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,9,10,"Success",0.005448,1.691899,1.022661,0.004987,0.143668,0.085722,0.011228,0.074676,3.040917,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,10,10,"Success",0.005526,1.715935,0.998601,0.006579,0.177954,0.083915,0.013081,0.064965,3.067051,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",4096,0,0,11,10,"Success",0.005422,1.699766,0.970043,0.005329,0.225528,0.080157,0.010705,0.062132,3.059725,65536,0,65536,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,0,11,"Warmup",0.005349,2.423037,1.312065,0.01069,0.26292,0.080167,0.018102,0.274084,4.387156,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,1,11,"Warmup",0.005457,2.355849,1.309339,0.012061,0.228942,0.093963,0.019165,0.302059,4.327514,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,2,11,"Success",0.005343,2.336432,1.409086,0.012322,0.214928,0.08336,0.018293,0.285865,4.366354,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,3,11,"Success",0.005343,2.411311,1.311113,0.013153,0.232004,0.089337,0.019178,0.288214,4.370381,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,4,11,"Success",0.00533,2.31983,1.307316,0.012149,0.259918,0.082649,0.018595,0.272999,4.279329,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,5,11,"Success",0.005279,2.329144,1.407064,0.011696,0.252274,0.089212,0.018241,0.274133,4.387657,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,6,11,"Success",0.005356,2.360324,1.309957,0.012119,0.230219,0.094559,0.018599,0.283129,4.315058,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,7,11,"Success",0.005341,2.342575,1.309137,0.011922,10.958003,13.435577,0.016454,0.259351,28.338982,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,8,11,"Success",0.005393,2.619015,1.684591,0.012499,11.297308,13.220613,0.01707,0.260739,29.117862,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,9,11,"Success",0.005343,2.63344,1.700959,0.013134,11.084333,10.547574,0.037476,0.26893,26.291783,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,10,11,"Success",0.005434,2.425534,1.384965,0.011888,0.27588,0.07773,0.018208,0.273166,4.473341,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",8192,0,0,11,11,"Success",0.005347,2.396391,1.468971,0.013919,0.290812,0.074665,0.018994,0.271721,4.541394,131072,0,131072,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16384,0,0,0,12,"Warmup",0.005523,2.389609,1.436012,0.021557,0.346805,0.087201,0.03356,0.280299,4.601352,262144,0,262144,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16384,0,0,1,12,"Warmup",0.005631,2.463405,1.327714,0.024528,0.256652,0.115584,0.035915,0.278765,4.508869,262144,0,262144,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16384,0,0,2,12,"Success",0.005725,2.342442,1.36131,0.032262,0.261497,0.085525,0.033329,0.27976,4.402546,262144,0,262144,0,0
"Fftw","Inplace","Complex","double",1,"powerof2",16384,0,0,3,12,"Success",0.005537,2.486572,1.329149,0.024693,0.278135,0.110356,0.037956,0.28681,4.559946,262144,0,262144,0,0
