; "SupportedThreads",64,"UsedThreads",64,"TotalMemory",135065378816,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1538716216,"CurrentTimeLocal","Thu Oct  4 22:10:16 2018","Hostname","nid01031","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 7e-05
; "Time_ContextDestroy [ms]", 3.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,9,11,"Success",0.000322,0.058005,0.109049,0.006285,0.02137,0.017803,0.00322,0.018768,0.235088,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,10,11,"Success",0.00032,0.057972,0.109084,0.006311,0.02114,0.017939,0.003285,0.018966,0.235292,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8192,0,0,11,11,"Success",0.000311,0.057886,0.108824,0.006331,0.02116,0.018035,0.003291,0.018796,0.234907,65552,0,65536,2.7757269837e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,0,12,"Warmup",0.003738,4.137614,0.267682,0.113651,35.555164,0.062166,0.035704,0.009395,40.18593,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,1,12,"Warmup",0.00068,0.045787,0.037235,0.013745,0.035916,0.044714,0.017095,0.006179,0.201652,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,2,12,"Success",0.00044,0.039246,0.035071,0.016177,0.034816,0.041898,0.017004,0.005788,0.190751,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,3,12,"Success",0.000479,0.038746,0.035398,0.018129,0.035635,0.04556,0.017508,0.005572,0.197534,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,4,12,"Success",0.000369,0.038137,0.035351,0.018592,0.035816,0.043479,0.017363,0.005324,0.194833,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,5,12,"Success",0.000345,0.038168,0.034991,0.015886,0.035345,0.038916,0.016891,0.005235,0.186161,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,6,12,"Success",0.000393,0.038359,0.034511,0.016381,0.034032,0.043478,0.016631,0.005391,0.189555,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,7,12,"Success",0.000355,0.038162,0.034444,0.017304,0.036315,0.042929,0.016759,0.005795,0.192371,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,8,12,"Success",0.000415,0.037481,0.034736,0.015865,0.035586,0.041396,0.017081,0.005296,0.188125,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,9,12,"Success",0.000343,0.038197,0.035771,0.017397,0.035406,0.040972,0.01723,0.005729,0.191464,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,10,12,"Success",0.000362,0.038325,0.034817,0.01663,0.034772,0.043991,0.017004,0.005771,0.192144,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",16384,0,0,11,12,"Success",0.000388,0.052654,0.034967,0.014719,0.035029,0.04267,0.01718,0.005231,0.203216,131088,0,131072,2.7756422687e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,0,13,"Warmup",0.006803,0.135534,0.157707,0.210039,0.088502,0.061129,0.035612,0.115732,0.811451,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,1,13,"Warmup",0.005693,0.129036,0.142102,0.178824,0.044754,0.061479,0.035228,0.063059,0.660498,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,2,13,"Success",0.004691,0.116611,0.139799,0.102698,0.046729,0.061793,0.035283,0.064456,0.572399,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,3,13,"Success",0.004617,0.127318,0.136257,0.101785,0.045827,0.060992,0.034612,0.06357,0.575449,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,4,13,"Success",0.004614,0.125469,0.147096,0.108576,0.046166,0.061879,0.034515,0.068412,0.597153,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,5,13,"Success",0.004564,0.117345,0.135992,0.105418,0.04525,0.065833,0.034843,0.069079,0.578836,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,6,13,"Success",0.004699,0.119533,0.159891,0.10492,0.046435,0.059039,0.033949,0.064764,0.593562,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,7,13,"Success",0.004598,0.12732,0.122242,0.104444,0.045515,0.062513,0.035369,0.065287,0.567631,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,8,13,"Success",0.004509,0.114142,0.146432,0.102862,0.046311,0.058411,0.035177,0.070654,0.57884,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,9,13,"Success",0.004612,0.132427,0.14509,0.102556,0.04732,0.060812,0.035405,0.066064,0.594632,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,10,13,"Success",0.004581,0.117614,0.141912,0.103793,0.046371,0.059347,0.034841,0.063918,0.572689,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",32768,0,0,11,13,"Success",0.004518,0.120334,0.131296,0.100408,0.054464,0.063077,0.033873,0.064435,0.572834,262160,0,262144,2.7755999142e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,0,14,"Warmup",0.005708,0.207912,0.192327,0.406623,0.255883,0.061641,0.060618,0.207356,1.398539,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,1,14,"Warmup",0.005947,0.172166,0.164564,0.272334,0.070433,0.059026,0.062729,0.119567,0.927125,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,2,14,"Success",0.005709,0.175654,0.183325,0.293622,0.070757,0.060201,0.061602,0.1298,0.981006,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,3,14,"Success",0.005324,0.174968,0.158832,0.268354,0.071485,0.059209,0.06232,0.107881,0.908708,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,4,14,"Success",0.005316,0.19456,0.189779,0.267947,0.071404,0.060151,0.061292,0.125077,0.97587,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,5,14,"Success",0.005283,0.184277,0.164217,0.267647,0.071646,0.059554,0.060984,0.114426,0.928376,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,6,14,"Success",0.005328,0.206047,0.171765,0.267465,0.070256,0.058592,0.061791,0.122686,0.964343,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,7,14,"Success",0.00536,0.166762,0.179068,0.268412,0.070799,0.060078,0.061976,0.122829,0.935733,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,8,14,"Success",0.00527,0.203552,0.171112,0.268035,0.070445,0.058215,0.061189,0.118032,0.956205,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,9,14,"Success",0.005245,0.185651,0.184058,0.268655,0.071042,0.067652,0.063554,0.12822,0.974548,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,10,14,"Success",0.005344,0.179423,0.167349,0.26553,0.07097,0.058217,0.060111,0.110094,0.917406,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",65536,0,0,11,14,"Success",0.005229,0.187116,0.18548,0.267242,0.070648,0.05791,0.060858,0.128473,0.963379,524304,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,0,15,"Warmup",0.005595,0.344711,0.30005,0.818597,0.401103,0.126164,0.115698,0.35831,2.470802,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,1,15,"Warmup",0.00581,0.307985,0.288072,0.662082,0.127428,0.120909,0.117729,0.274197,1.904588,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,2,15,"Success",0.005529,0.308682,0.303555,0.629766,0.126943,0.124346,0.117018,0.272818,1.889061,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,3,15,"Success",0.005412,0.312922,0.300326,0.654889,0.126286,0.12478,0.116548,0.260752,1.902249,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,4,15,"Success",0.005588,0.327477,0.29745,0.630511,0.12681,0.123046,0.118483,0.263065,1.892809,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,5,15,"Success",0.005347,0.312533,0.301699,0.613183,0.125212,0.125154,0.11874,0.252315,1.854548,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,6,15,"Success",0.005498,0.349787,0.28003,0.616841,0.124846,0.122438,0.117349,0.251489,1.868712,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,7,15,"Success",0.005322,0.356764,0.290145,0.612585,0.126588,0.121899,0.118592,0.259628,1.891957,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,8,15,"Success",0.005387,0.33053,0.286901,0.609947,0.124842,0.12361,0.117651,0.268212,1.867437,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,9,15,"Success",0.005355,0.333176,0.3069,0.61596,0.126898,0.121875,0.117985,0.274627,1.90321,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,10,15,"Success",0.005522,0.308749,0.297436,0.612697,0.125593,0.123003,0.117056,0.265315,1.855733,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",131072,0,0,11,15,"Success",0.005472,0.302778,0.289698,0.61106,0.126604,0.123231,0.117166,0.262646,1.839016,1048592,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,0,16,"Warmup",0.005324,0.639446,0.543891,1.575274,0.768982,0.195066,0.223793,0.655883,4.608174,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,1,16,"Warmup",0.005888,0.554239,0.528679,1.406575,0.299543,0.193738,0.223506,0.548957,3.761534,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,2,16,"Success",0.005711,0.604094,0.533819,1.295925,0.296991,0.192906,0.223097,0.557829,3.710843,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,3,16,"Success",0.005533,0.5925,0.522394,1.313235,0.311264,0.194382,0.223851,0.563027,3.726659,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,4,16,"Success",0.00558,0.59032,0.534195,1.284638,0.293198,0.194724,0.266428,0.556536,3.726266,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,5,16,"Success",0.00735,0.597371,0.537699,1.279653,0.296459,0.193678,0.223381,0.549138,3.685165,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,6,16,"Success",0.005665,0.604806,0.541595,1.291353,0.293719,0.195139,0.222466,0.55796,3.713111,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,7,16,"Success",0.005634,0.572583,0.535432,1.275952,0.294435,0.194441,0.223365,0.557111,3.659384,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,8,16,"Success",0.005563,0.586824,0.526947,1.288659,0.296136,0.192836,0.223497,0.544069,3.664916,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,9,16,"Success",0.005824,0.599897,0.549638,1.27277,0.291428,0.193459,0.224076,0.554008,3.69145,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,10,16,"Success",0.005563,0.602652,0.526555,1.273307,0.294209,0.193016,0.223413,0.558517,3.677616,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",262144,0,0,11,16,"Success",0.005438,0.600198,0.540729,1.503503,0.288897,0.192935,0.223179,0.545089,3.90041,2097168,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,0,17,"Warmup",0.005029,1.066549,1.016182,3.095896,1.154338,0.459558,0.442559,1.234792,8.475478,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,1,17,"Warmup",0.006101,1.040182,0.995658,2.63737,0.501112,0.438447,0.441547,1.113056,7.174167,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,2,17,"Success",0.005591,1.107015,0.996035,2.514578,0.511903,0.44462,0.441352,1.103448,7.125073,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,3,17,"Success",0.006816,1.074119,0.995237,2.548967,0.50808,0.464701,0.44108,1.118094,7.157504,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,4,17,"Success",0.005629,1.09723,0.996166,2.535275,0.50898,0.466143,0.441261,1.115092,7.166161,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,5,17,"Success",0.00562,1.122769,1.002099,2.505871,0.515895,0.444162,0.440944,1.11199,7.149923,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,6,17,"Success",0.005662,1.074957,1.010416,2.7233,0.510357,0.462736,0.440485,1.119817,7.348211,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,7,17,"Success",0.00564,1.112707,0.993706,2.512877,0.501866,0.454371,0.441138,1.1406,7.163393,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,8,17,"Success",0.005585,1.054511,1.015544,2.516389,0.506611,0.466885,0.440963,1.124323,7.13126,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,9,17,"Success",0.005616,1.08744,0.990298,2.498133,0.507003,0.449402,0.441923,1.127016,7.107295,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,10,17,"Success",0.005996,1.063429,1.015363,2.515334,0.510364,0.481328,0.439395,1.120795,7.152537,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",524288,0,0,11,17,"Success",0.006918,1.079418,0.998636,2.502779,0.509947,0.465963,0.442505,1.113656,7.12047,4194320,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,0,18,"Warmup",0.005881,2.056414,1.965198,6.966063,1.936584,0.754642,1.047371,2.254849,16.987661,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,1,18,"Warmup",0.006541,1.983699,1.959639,6.847088,1.061303,0.755654,1.089083,2.127685,15.831172,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,2,18,"Success",0.006034,2.047563,1.958535,6.493415,1.059289,0.758877,1.050174,2.142068,15.51659,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,3,18,"Success",0.006505,2.061,1.940833,6.30933,1.040328,0.764435,1.082608,2.147233,15.352827,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,4,18,"Success",0.006079,2.018051,1.954477,6.144777,0.996913,0.76315,1.083778,2.207235,15.174924,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,5,18,"Success",0.006257,2.01503,1.974784,6.028269,1.007158,0.754992,1.07084,2.161923,15.019693,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,6,18,"Success",0.018873,2.006331,1.936275,6.020845,0.994922,0.75872,1.079603,2.161168,14.977147,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,7,18,"Success",0.006036,2.050065,1.946795,6.098419,1.054613,0.768483,1.101466,2.135483,15.16195,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,8,18,"Success",0.006336,2.045893,1.998401,6.011963,1.010145,0.766678,1.079192,2.166432,15.085559,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,9,18,"Success",0.006657,2.091705,1.982921,6.020109,1.016982,0.767141,1.090255,2.177961,15.154295,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,10,18,"Success",0.006054,2.065744,1.977875,6.032933,1.011946,0.764756,1.1022,2.144009,15.10613,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",1048576,0,0,11,18,"Success",0.005926,2.082826,1.990902,6.0978,1.028611,0.775942,1.072267,2.17039,15.225227,8388624,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,0,19,"Warmup",0.009771,4.049351,3.994068,13.620523,4.074457,1.590113,1.937419,4.415417,33.691763,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,1,19,"Warmup",0.008883,3.893611,3.839014,13.622363,2.218974,1.541121,1.901359,4.363533,31.389427,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,2,19,"Success",0.006728,3.933767,3.861965,13.51752,2.238411,1.539431,1.92128,4.359336,31.37894,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,3,19,"Success",0.006949,3.901919,3.854551,13.49211,2.229793,1.540737,1.928463,4.337577,31.292602,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,4,19,"Success",0.007046,3.932572,3.893647,13.489897,2.227979,1.535419,1.920235,4.350348,31.357645,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,5,19,"Success",0.006618,3.912662,3.864471,13.50156,2.215741,1.53619,1.909297,4.363041,31.310087,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,6,19,"Success",0.006155,3.928531,3.890193,13.468971,2.236099,1.52543,1.913697,4.344417,31.314003,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,7,19,"Success",0.00673,3.941408,3.86306,13.44481,2.213154,1.53687,1.939584,4.346298,31.29246,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,8,19,"Success",0.006371,3.92162,3.845046,13.565324,2.363919,1.622039,1.946471,4.380786,31.65207,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,9,19,"Success",0.006955,4.010586,3.933329,13.451893,2.381438,1.615797,1.951154,4.365623,31.71744,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,10,19,"Success",0.007036,3.984968,3.968775,13.391509,2.370208,1.619604,1.949505,4.350492,31.642703,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",2097152,0,0,11,19,"Success",0.006946,4.031075,3.945006,13.339437,2.393904,1.583513,1.931322,4.386781,31.618487,16777232,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,0,20,"Warmup",0.011156,5.788604,5.810843,27.589693,8.103518,4.531591,4.022189,8.768572,64.628004,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,1,20,"Warmup",0.00856,5.785865,5.664517,27.589876,4.891016,4.494771,4.039205,8.725707,61.200654,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,2,20,"Success",0.008609,5.793155,5.714055,27.62521,5.069709,4.514317,4.006637,8.689651,61.422315,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,3,20,"Success",0.008431,5.817336,5.702173,27.561579,4.906732,4.528064,4.01972,8.699176,61.244166,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,4,20,"Success",0.008628,5.802322,5.644699,27.661602,4.987569,4.52799,4.011902,8.720144,61.365798,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,5,20,"Success",0.00849,5.833799,5.690639,27.603227,4.917943,4.497082,4.045662,8.704474,61.30248,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,6,20,"Success",0.008814,5.791426,5.715649,27.628959,4.971721,4.531847,4.020259,8.678252,61.34793,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,7,20,"Success",0.008917,5.811252,5.652785,27.626005,4.933734,4.519119,4.030797,8.683923,61.267377,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,8,20,"Success",0.007997,5.883169,5.654646,27.600428,5.010907,4.523534,4.027227,8.715879,61.424882,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,9,20,"Success",0.008172,5.781816,5.664359,27.610552,4.954369,4.499989,4.037134,8.702976,61.260246,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,10,20,"Success",0.008447,5.792509,5.700359,27.618035,4.958273,4.539462,4.018589,8.716362,61.353289,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",4194304,0,0,11,20,"Success",0.008139,5.789722,5.653401,27.589765,4.936351,4.516445,4.058722,8.675335,61.228887,33554448,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8388608,0,0,0,21,"Warmup",0.011251,11.147801,11.373782,55.062229,17.586435,10.205349,8.04396,17.437925,130.870005,67108880,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8388608,0,0,1,21,"Warmup",0.008859,11.074998,11.032977,55.202285,11.319843,10.208679,7.997014,17.376638,124.222629,67108880,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",1,"powerof2",8388608,0,0,2,21,"Success",0.008504,11.196664,11.087292,55.240371,11.339564,10.260746,7.992014,17.309653,124.43583,67108880,0,67108864,2.775557727e-17,0
